,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
297,0,icmp,25,2,328,2433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,118,255,1,0,0.01,0.05,0,0,0,0
14948,0,icmp,25,2,216,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
8738,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,12,1,1,0,0,0.05,0.07,0,255,12,0.05,0.07,0,0,1,1,0,0
22169,1,icmp,55,2,1591,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,41,153,0.66,0.12,0.02,0.01,0,0,0,0
10153,0,icmp,25,2,288,8432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.6,227,255,1,0,0,0.01,0,0,0,0
4902,4,icmp,48,2,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,107,92,0.85,0.03,0.01,0.02,0,0,0.09,0
1098,0,icmp,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.75,1,0.25,1,0,225,52,0.2,0.02,0,0.04,0,0,0.87,1
20523,0,icmp,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,1,0,0,1,0,0,255,245,0.96,0.01,0,0,0.17,0.18,0.56,0.59
9250,0,icmp,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,20,0,0,1,1,0.18,0.05,0,255,20,0.08,0.05,0,0,0,0,1,1
15145,0,udp,12,2,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,0,0,1,0,0.13,255,232,0.91,0.02,0.01,0,0,0,0,0
19112,0,icmp,25,2,308,825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
5554,0,icmp,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,3,0,0,1,1,0.01,0.06,0,255,3,0.01,0.06,0,0,0,0,1,1
16582,0,icmp,25,2,303,241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,1,0,0.2,47,255,1,0,0.02,0.06,0,0,0,0
7205,799,icmp,25,5,59424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,89,0.02,0.02,0.98,0.98,1,0,0,255,253,0.99,0.01,0,0,0.01,0.01,0.47,0.48
14085,0,udp,12,2,46,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,200,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0
666,0,icmp,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,20,0,0,1,1,0.08,0.07,0,255,20,0.08,0.07,0,0,0,0,1,1
4234,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,1,1,0,0,0.05,0.19,0,255,2,0.01,0.16,0,0,1,1,0,0
19499,0,icmp,25,2,227,181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,39,255,1,0,0.03,0.04,0,0,0,0
14296,0,udp,50,2,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0
8018,0,icmp,25,2,286,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,26,0,0,0,0,1,0,0.12,14,255,1,0,0.07,0.01,0,0,0,0
1726,0,udp,50,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0
284,0,icmp,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,16,1,1,0,0,0.06,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0
22516,7498,icmp,61,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,192,0.75,0.02,0,0,0.36,0.37,0.01,0.01
17167,4,icmp,48,2,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,166,0.65,0.02,0,0,0,0,0.13,0
14883,0,udp,12,2,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,52,0,0,0,0,1,0,0.04,255,255,1,0,0.01,0,0,0,0,0
10480,0,icmp,25,2,269,4589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,36,0,0,0,0,1,0,0.06,162,255,1,0,0.01,0.03,0.01,0,0,0
15381,0,icmp,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.33,0.32,0,0,0,0.32,1
15816,0,icmp,61,2,21,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0.33,0.25,0.22,0.5,0.75,0.67,99,98,0.41,0.05,0.01,0.02,0,0,0.17,0.52
15216,0,tcp,63,2,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,3,1,0,1,0,0,0,0,0
16032,0,icmp,25,2,317,4103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,236,255,1,0,0,0.02,0,0,0,0
16641,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,20,0,0,1,1,0.07,0.06,0,255,20,0.08,0.06,0,0,0,0,1,1
9165,0,icmp,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,18,0,0,1,1,0.15,0.06,0,255,18,0.07,0.05,0,0,0,0,1,1
13461,0,tcp,16,2,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,456,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
19164,0,icmp,25,2,269,2857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,8,255,1,0,0.12,0.02,0,0,0,0
14837,0,icmp,25,2,309,17273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
8177,0,icmp,25,2,168,10972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
21136,0,icmp,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,1,1,0.5,1,1,13,59,0.23,0.38,0.08,0.03,0,0,0.77,0.98
4172,0,icmp,25,2,242,4790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,32,114,1,0,0.03,0.04,0,0,0,0
3463,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,8,1,1,0,0,0.04,0.09,0,255,8,0.03,0.1,0,0,1,1,0,0
11608,0,icmp,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,20,0,0,1,1,0.15,0.06,0,255,20,0.08,0.06,0,0,0,0,1,1
22074,0,icmp,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,17,0,0,1,1,0.06,0.06,0,255,17,0.07,0.06,0,0,0,0,1,1
16414,0,icmp,25,2,235,269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
13119,7618,icmp,61,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,172,0.67,0.02,0,0,0.47,0.45,0.01,0.01
609,0,tcp,16,2,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
14956,282,icmp,20,2,156,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,225,113,0.5,0.03,0,0,0,0,0,0
21908,0,udp,12,2,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,180,0,0,0,0,0.99,0.02,0.01,255,254,1,0.01,0.01,0,0,0,0,0
6860,0,tcp,15,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,1,0,1,2,82,1,0,1,0.26,0,0,0,0
18199,0,icmp,61,7,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,110,0.43,0.03,0,0,0.13,0.31,0.11,0.12
17488,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,14,0,0,1,1,0.06,0.07,0,255,14,0.05,0.07,0,0,0,0,1,1
5096,0,tcp,16,2,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,441,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
14848,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,19,1,1,0,0,0.13,0.06,0,255,19,0.07,0.06,0,0,1,1,0,0
6324,0,icmp,61,7,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,115,0.45,0.02,0,0,0.53,0.36,0.01,0.01
20618,1,icmp,55,2,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,157,0.62,0.13,0,0,0,0,0.37,0
12825,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,17,1,1,0,0,0.06,0.06,0,255,17,0.07,0.06,0,0,1,1,0,0
7,0,icmp,61,2,129,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0.02,0.02
5938,0,udp,50,2,53,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
7054,0,icmp,61,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0.33,1,0.33,1,0,0.67,255,164,0.64,0.02,0,0,0,0.01,0.38,0.23
16167,0,udp,12,2,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,200,0,0,0,0,1,0,0.01,255,219,0.86,0.01,0.01,0,0,0,0,0
9712,0,icmp,55,2,1396,408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,1,255,27,0.11,0.02,0,0,0,0,0.78,0
15155,5,icmp,48,2,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,245,0.96,0.02,0,0,0,0,0.02,0
2441,0,udp,12,2,44,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,225,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0
22414,0,icmp,25,2,230,406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,50,0,0,0,0,1,0,0.04,255,255,1,0,0,0,0,0,0,0
10081,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,18,0,0,1,1,0.13,0.06,0,255,18,0.07,0.06,0,0,0.1,0,0.9,1
11465,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,0,1,1,0.04,0.08,0,255,4,0.02,0.07,0,0,0,0,1,1
5375,0,icmp,25,2,327,1387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,63,255,1,0,0.02,0.04,0,0,0,0
18766,0,icmp,25,2,178,464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
13181,0,icmp,25,2,303,2354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,181,255,1,0,0.01,0.01,0.01,0,0,0
8340,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,6,0.13,0,0.87,1,0.02,0.06,0,255,6,0.02,0.07,0,0,0.1,0,0.9,1
22530,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,12,1,1,0,0,0.04,0.05,0,255,12,0.05,0.07,0,0,1,1,0,0
1639,0,icmp,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,1,0.05,1,0.95,0,0,1,0,255,1,0,1,0,0,0.05,1,0.95,0
14369,0,icmp,25,2,203,2996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
852,0,udp,12,2,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
21162,0,icmp,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0.12,1,0.82,1,0,0.94,255,13,0.05,0.03,0,0,0,0,0.12,0.77
16003,0,icmp,25,2,209,2394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,35,255,1,0,0.03,0.04,0,0,0,0
8753,0,icmp,25,2,164,597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,1,0,0.18,18,255,1,0,0.06,0.04,0,0,0,0
1336,1,icmp,20,2,39282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,11,0.04,0.02,0.04,0,0,0,0,0
12324,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,12,1,1,0,0,0.05,0.06,0,255,12,0.05,0.07,0,0,1,1,0,0
730,0,icmp,25,2,331,1299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
21486,0,udp,12,2,44,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,185,0,0,0,0,0.99,0.01,0,255,253,0.99,0.01,0.01,0,0,0,0,0
17943,0,icmp,25,2,222,15916,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,1,0,0.33,13,255,1,0,0.08,0.03,0,0,0,0
15253,0,icmp,25,2,216,2978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.75,11,255,1,0,0.09,0.07,0,0,0,0
22534,0,icmp,25,2,280,6087,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,5,255,1,0,0.2,0.04,0,0,0,0
5972,0,icmp,25,2,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,7,0,0,0.33,0.14,1,0,0.29,255,251,0.98,0.01,0,0,0,0,0.01,0.01
7064,0,icmp,25,2,160,9876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,24,249,1,0,0.04,0.04,0,0.01,0,0
4820,11,icmp,50,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.01,0,0.97,0,0,1,0,255,1,0,1,0,0,0.02,0,0.98,0
10158,0,udp,12,2,45,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,146,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0
13771,0,icmp,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,1,1,0.19,0.13,0,255,58,0.23,0.11,0.01,0,0,0,0.99,1
14359,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,4,0,0,1,1,0.02,0.07,0,255,4,0.02,0.08,0,0,0,0,1,1
11979,0,icmp,25,2,242,12933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,87,255,1,0,0.01,0.06,0,0,0,0
10982,7346,icmp,61,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,227,0.89,0.02,0,0,0.27,0.3,0.01,0
15856,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,12,0,0,1,1,0.11,0.07,0,255,12,0.05,0.07,0,0,0,0,1,1
8439,0,icmp,20,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,8,9,0.88,0.25,0.88,0.22,0,0,0,0
1585,0,icmp,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,2,0,0,1,1,0.01,0.08,0,255,2,0.01,0.07,0,0,0,0,1,1
4552,0,icmp,25,2,302,7324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,1,0,0,27,255,1,0,0.04,0.03,0,0,0,0
17993,0,icmp,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0.48,0.48,0.48,0.48,1,0,0,255,255,1,0,0,0,0.09,0.09,0.7,0.7
20077,0,icmp,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1,0,0,1,1,0,0.08,0,255,1,0,0.08,0,0,0,0,1,1
11069,0,icmp,20,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,18,81,0.89,0.11,0.89,0.04,0,0,0,0
1730,0,udp,50,2,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.85,0,0,0,0,0
6243,0,icmp,25,2,230,349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0.4,255,255,1,0,0.01,0,0,0,0,0
2789,0,tcp,16,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0,0,0,0,1,0,0,87,86,0.99,0.02,0.99,0,0,0,0,0
7400,0,icmp,25,2,294,8620,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
519,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,11,0,0,1,1,0.04,0.07,0,255,11,0.04,0.08,0,0,0,0,1,1
8479,0,icmp,25,2,237,753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
16823,5,icmp,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.5,0.5,1,1,153,50,0.2,0.03,0.01,0.04,0,0,0.17,0.4
6464,0,icmp,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,4,1,1,0,0,0.03,0.09,0,255,4,0.02,0.09,0,0,1,1,0,0
6210,0,icmp,25,2,249,879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,98,255,1,0,0.01,0.05,0,0,0,0
13777,0,udp,50,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0.75,0.5,0,255,253,0.99,0.01,0,0,0,0,0,0
8942,0,icmp,25,2,200,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,1,0,0.29,255,255,1,0,0,0,0,0,0,0
7547,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,20,0,0,1,1,0.08,0.06,0,255,20,0.08,0.06,0,0,0,0,1,1
13762,2062,icmp,25,5,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,1,1,1,0,0,255,243,0.95,0.01,0,0,0.02,0.02,0.32,0.33
21257,0,icmp,25,2,287,765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,1,0,0,194,255,1,0,0.01,0.03,0,0,0,0
5899,7390,icmp,61,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,216,0.85,0.02,0,0,0.27,0.32,0.01,0
1280,0,tcp,16,2,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,303,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
9054,902,icmp,25,5,74024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0,0,1,1,1,0,0,255,255,1,0,0,0,0,0,0.46,0.46
19632,4,icmp,48,2,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,246,0.96,0.03,0,0,0,0,0,0
21342,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,7,0.03,0.02,0,0,0,0,0.03,1
14322,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,12,0,0,1,1,0.06,0.06,0,255,12,0.05,0.05,0,0,0,0,1,1
8772,0,icmp,25,2,300,1585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,1,0,0.17,151,255,1,0,0.01,0.02,0,0,0,0
20371,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,7,0,0,1,1,0.03,0.06,0,255,7,0.03,0.06,0,0,0,0,1,1
19456,0,icmp,25,2,331,480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,26,0,0,0,0,1,0,0.08,255,255,1,0,0,0,0,0,0,0
15602,2068,icmp,25,5,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,1,1,1,0,0,255,244,0.96,0.01,0,0,0.02,0.02,0.49,0.51
16518,0,udp,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,1,0,0,0,0,0.01,0.73,0,255,1,0,0.86,1,0,0,0,0,0
8888,0,udp,50,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0
21359,0,icmp,25,2,317,2262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,10,241,1,0,0.1,0.05,0,0,0,0
19069,1,icmp,55,2,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,214,0.84,0.13,0,0,0,0,0.15,0
16115,0,icmp,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,4,0,0,1,1,0.04,0.07,0,255,4,0.02,0.06,0,0,0,0,1,1
8429,0,tcp,16,2,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
12600,0,icmp,25,2,215,8898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,20,255,1,0,0.05,0.04,0,0,0,0
18362,0,icmp,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,0,0,0,0,0.99,1
11730,0,udp,12,2,46,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,226,0,0,0,0,0.99,0.01,0,255,254,1,0.01,0,0,0,0,0,0
5109,0,icmp,61,7,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,72,0.28,0.64,0,0,0.18,0.65,0.62,0
21557,0,icmp,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,19,0,0,1,1,0.15,0.06,0,255,19,0.07,0.05,0,0,0,0,1,1
1589,0,icmp,20,2,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,148,84,0.29,0.03,0.29,0.02,0,0,0,0
2679,8109,icmp,61,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,34,0.13,0.76,0,0,0.04,0.29,0.75,0
20708,0,tcp,16,2,1480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,1,9,1,0,1,0.56,0,0,0,0
21239,0,icmp,25,2,211,4408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,1,0,0.2,15,255,1,0,0.07,0.01,0,0,0,0
13805,28,icmp,20,2,1053,3081,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,216,56,0.26,0.03,0,0,0,0,0,0
5254,0,icmp,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,13,0,0,1,1,0.07,0.07,0,255,13,0.05,0.07,0,0,0,0,1,1
20140,7570,icmp,61,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,180,0.71,0.02,0,0,0.43,0.42,0.01,0.01
16461,902,icmp,25,5,62344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88,88,0.01,0.01,0.98,0.98,1,0,0,255,255,1,0,0,0,0,0,0.34,0.34
5101,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,18,0,0,1,1,0.08,0.07,0,255,18,0.07,0.08,0,0,0,0,1,1
3430,0,icmp,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,1,1,0.43,0.17,0,255,50,0.2,0.1,0,0,0,0,1,1
12321,0,icmp,25,2,223,2174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,1,0,0.13,30,255,1,0,0.03,0.01,0.03,0,0,0
2607,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,11,0,0,1,1,0.04,0.06,0,255,11,0.04,0.07,0,0,0,0,1,1
11389,0,tcp,15,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,1,1,7,1,0,1,0.57,0,0,0,0
